488_32	10926	132
488_33	10926	0
488_34	10926	0
488_35	10920	70
488_36	10920	70
488_37	10926	132
488_38	10926	0
488_39	10926	0
488_3	10926	0
488_40	10920	70
488_41	10926	109
488_42	10926	132
488_43	10926	0
488_44	10926	0
488_45	10920	70
488_46	10920	70
488_47	10926	132
488_48	10926	0
488_49	10926	0
488_4	10926	0
488_50	10920	70
488_51	10926	132
488_52	10926	0
488_53	10926	0
488_54	10920	70
488_55	10926	0
488_56	10926	61
488_57	10926	0
488_58	10926	0
488_59	10920	70
488_5	10920	30
488_60	10926	0
488_61	10926	0
488_6	10926	0
488_7	10926	132
488_8	10926	0
488_9	10926	0
491_0	90024	33621
491_1	90674	42917
491_2	90024	0
491_3	90024	0
491_4	90024	33621
491_5	90674	42917
492_0	1	0
492_1	1	0
492_2	1	0
492_3	1	0
492_4	1	0
492_5	1	0
493_0	1	0
493_1	1	0
493_2	1	0
493_3	1	0
493_4	1	0
493_5	1	0
801_0	1	0
801_1	1	0
813_0	1	0
813_1	1	0
866_0	42232	1
866_1	42232	1
868_0	18607	5346
868_1	18676	7541
871_0	1	0
871_10	1	0
871_11	1	0
871_12	1	0
871_13	1	0
871_1	1	0
871_2	1	0
871_3	1	0
871_4	1	0
871_5	1	0
871_6	1	0
871_7	1	0
871_8	1	0
871_9	1	0
872_0	1	0
872_10	1	0
872_11	1	0
872_12	1	0
872_13	1	0
872_1	1	0
872_2	1	0
872_3	1	0
872_4	1	0
872_5	1	0
872_6	1	0
872_7	1	0
872_8	1	0
872_9	1	0
873_0	1	0
873_10	1	0
873_11	1	0
873_12	1	0
873_13	1	0
873_14	1	0
873_15	1	0
873_16	1	0
873_17	1	0
873_18	1	0
873_19	1	0
873_1	1	0
873_20	1	0
873_21	1	0
873_22	1	0
873_23	1	0
873_24	1	0
873_25	1	0
873_26	1	0
873_27	1	0
873_28	1	0
873_29	1	0
873_2	1	0
873_3	1	0
873_4	1	0
873_5	1	0
873_6	1	0
873_7	1	0
873_8	1	0
873_9	1	0
874_0	1	0
874_10	1	0
874_11	1	0
874_12	1	0
874_13	1	0
874_14	1	0
874_15	1	0
874_16	1	0
874_17	1	0
874_18	1	0
874_19	1	0
874_1	1	0
874_20	1	0
874_21	1	0
874_22	1	0
874_23	1	0
874_24	1	0
874_25	1	0
874_26	1	0
874_27	1	0
874_28	1	0
874_29	1	0
874_2	1	0
874_3	1	0
874_4	1	0
874_5	1	0
874_6	1	0
874_7	1	0
874_8	1	0
874_9	1	0
875_0	1	0
875_10	1	0
875_11	1	0
875_12	1	0
875_13	1	0
875_14	1	0
875_15	1	0
875_16	1	0
875_17	1	0
875_18	1	0
875_19	1	0
875_1	1	0
875_20	1	0
875_21	1	0
875_22	1	0
875_23	1	0
875_24	1	0
875_25	1	0
875_26	1	0
875_27	1	0
875_28	1	0
875_29	1	0
875_2	1	0
875_30	1	0
875_31	1	0
875_32	1	0
875_33	1	0
875_34	1	0
875_35	1	0
875_36	1	0
875_37	1	0
875_38	1	0
875_39	1	0
875_3	1	0
875_40	1	0
875_41	1	0
875_42	1	0
875_43	1	0
875_44	1	0
875_45	1	0
875_46	1	0
875_47	1	0
875_48	1	0
875_49	1	0
875_4	1	0
875_50	1	0
875_51	1	0
875_52	1	0
875_53	1	0
875_54	1	0
875_55	1	0
875_56	1	0
875_57	1	0
875_58	1	0
875_59	1	0
875_5	1	0
875_60	1	0
875_61	1	0
875_6	1	0
875_7	1	0
875_8	1	0
875_9	1	0
876_0	1	0
876_100	1	0
876_101	1	0
876_102	1	0
876_103	1	0
876_104	1	0
876_105	1	0
876_106	1	0
876_107	1	0
876_108	1	0
876_109	1	0
876_10	1	0
876_110	1	0
876_111	1	0
876_112	1	0
876_113	1	0
876_114	1	0
876_115	1	0
876_116	1	0
876_117	1	0
876_118	1	0
876_119	1	0
876_11	1	0
876_120	1	0
876_121	1	0
876_122	1	0
876_123	1	0
876_124	1	0
876_125	1	0
876_12	1	0
876_13	1	0
876_14	1	0
876_15	1	0
876_16	1	0
876_17	1	0
876_18	1	0
876_19	1	0
876_1	1	0
876_20	1	0
876_21	1	0
876_22	1	0
876_23	1	0
876_24	1	0
876_25	1	0
876_26	1	0
876_27	1	0
876_28	1	0
876_29	1	0
876_2	1	0
876_30	1	0
876_31	1	0
876_32	1	0
876_33	1	0
876_34	1	0
876_35	1	0
876_36	1	0
876_37	1	0
876_38	1	0
876_39	1	0
876_3	1	0
876_40	1	0
876_41	1	0
876_42	1	0
876_43	1	0
876_44	1	0
876_45	1	0
876_46	1	0
876_47	1	0
876_48	1	0
876_49	1	0
876_4	1	0
876_50	1	0
876_51	1	0
876_52	1	0
876_53	1	0
876_54	1	0
876_55	1	0
876_56	1	0
876_57	1	0
876_58	1	0
876_59	1	0
876_5	1	0
876_60	1	0
876_61	1	0
876_62	1	0
876_63	1	0
876_64	1	0
876_65	1	0
876_66	1	0
876_67	1	0
876_68	1	0
876_69	1	0
876_6	1	0
876_70	1	0
876_71	1	0
876_72	1	0
876_73	1	0
876_74	1	0
876_75	1	0
876_76	1	0
876_77	1	0
876_78	1	0
876_79	1	0
876_7	1	0
876_80	1	0
876_81	1	0
876_82	1	0
876_83	1	0
876_84	1	0
876_85	1	0
876_86	1	0
876_87	1	0
876_88	1	0
876_89	1	0
876_8	1	0
876_90	1	0
876_91	1	0
876_92	1	0
876_93	1	0
876_94	1	0
876_95	1	0
876_96	1	0
876_97	1	0
876_98	1	0
876_99	1	0
876_9	1	0
